is_default,pokemon_name,pokemon_url,id_x,name,is_baby,is_legendary,is_mythical,forms_switchable,has_gender_differences,gen_x,gen_url,BST,gen_num,base_stat,stat_name,id_y,gen_y
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,Gen 1,35.0,hp,23.0,generation-i
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,Gen 1,60.0,attack,23.0,generation-i
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,Gen 1,44.0,defense,23.0,generation-i
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,Gen 1,40.0,special-attack,23.0,generation-i
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,Gen 1,54.0,special-defense,23.0,generation-i
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,Gen 1,55.0,speed,23.0,generation-i
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,50.0,hp,27.0,generation-i
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,75.0,attack,27.0,generation-i
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,85.0,defense,27.0,generation-i
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,20.0,special-attack,27.0,generation-i
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,30.0,special-defense,27.0,generation-i
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,40.0,speed,27.0,generation-i
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,Gen 1,55.0,hp,29.0,generation-i
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,Gen 1,47.0,attack,29.0,generation-i
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,Gen 1,52.0,defense,29.0,generation-i
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,Gen 1,40.0,special-attack,29.0,generation-i
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,Gen 1,40.0,special-defense,29.0,generation-i
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,Gen 1,41.0,speed,29.0,generation-i
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,Gen 1,46.0,hp,32.0,generation-i
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,Gen 1,57.0,attack,32.0,generation-i
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,Gen 1,40.0,defense,32.0,generation-i
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,Gen 1,40.0,special-attack,32.0,generation-i
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,Gen 1,40.0,special-defense,32.0,generation-i
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,Gen 1,50.0,speed,32.0,generation-i
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,Gen 1,38.0,hp,37.0,generation-i
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,Gen 1,41.0,attack,37.0,generation-i
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,Gen 1,40.0,defense,37.0,generation-i
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,Gen 1,50.0,special-attack,37.0,generation-i
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,Gen 1,65.0,special-defense,37.0,generation-i
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,Gen 1,65.0,speed,37.0,generation-i
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,Gen 1,40.0,hp,41.0,generation-i
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,Gen 1,45.0,attack,41.0,generation-i
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,Gen 1,35.0,defense,41.0,generation-i
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,Gen 1,30.0,special-attack,41.0,generation-i
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,Gen 1,40.0,special-defense,41.0,generation-i
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,Gen 1,55.0,speed,41.0,generation-i
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,45.0,hp,43.0,generation-i
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,50.0,attack,43.0,generation-i
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,55.0,defense,43.0,generation-i
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,75.0,special-attack,43.0,generation-i
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,65.0,special-defense,43.0,generation-i
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,30.0,speed,43.0,generation-i
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,Gen 1,35.0,hp,46.0,generation-i
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,Gen 1,70.0,attack,46.0,generation-i
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,Gen 1,55.0,defense,46.0,generation-i
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,Gen 1,45.0,special-attack,46.0,generation-i
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,Gen 1,55.0,special-defense,46.0,generation-i
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,Gen 1,25.0,speed,46.0,generation-i
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,60.0,hp,48.0,generation-i
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,55.0,attack,48.0,generation-i
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,50.0,defense,48.0,generation-i
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,40.0,special-attack,48.0,generation-i
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,55.0,special-defense,48.0,generation-i
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,45.0,speed,48.0,generation-i
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,Gen 1,10.0,hp,50.0,generation-i
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,Gen 1,55.0,attack,50.0,generation-i
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,Gen 1,25.0,defense,50.0,generation-i
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,Gen 1,35.0,special-attack,50.0,generation-i
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,Gen 1,45.0,special-defense,50.0,generation-i
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,Gen 1,95.0,speed,50.0,generation-i
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,Gen 1,40.0,hp,52.0,generation-i
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,Gen 1,45.0,attack,52.0,generation-i
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,Gen 1,35.0,defense,52.0,generation-i
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,Gen 1,40.0,special-attack,52.0,generation-i
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,Gen 1,40.0,special-defense,52.0,generation-i
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,Gen 1,90.0,speed,52.0,generation-i
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,50.0,hp,54.0,generation-i
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,52.0,attack,54.0,generation-i
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,48.0,defense,54.0,generation-i
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,65.0,special-attack,54.0,generation-i
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,50.0,special-defense,54.0,generation-i
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,Gen 1,55.0,speed,54.0,generation-i
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,40.0,hp,56.0,generation-i
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,80.0,attack,56.0,generation-i
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,35.0,defense,56.0,generation-i
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,35.0,special-attack,56.0,generation-i
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,45.0,special-defense,56.0,generation-i
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,Gen 1,70.0,speed,56.0,generation-i
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,Gen 1,55.0,hp,58.0,generation-i
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,Gen 1,70.0,attack,58.0,generation-i
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,Gen 1,45.0,defense,58.0,generation-i
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,Gen 1,70.0,special-attack,58.0,generation-i
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,Gen 1,50.0,special-defense,58.0,generation-i
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,Gen 1,60.0,speed,58.0,generation-i
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,40.0,hp,60.0,generation-i
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,50.0,attack,60.0,generation-i
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,40.0,defense,60.0,generation-i
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,40.0,special-attack,60.0,generation-i
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,40.0,special-defense,60.0,generation-i
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,Gen 1,90.0,speed,60.0,generation-i
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,Gen 1,25.0,hp,63.0,generation-i
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,Gen 1,20.0,attack,63.0,generation-i
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,Gen 1,15.0,defense,63.0,generation-i
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,Gen 1,105.0,special-attack,63.0,generation-i
