is_default,pokemon_name,pokemon_url,id_x,name,is_baby,is_legendary,is_mythical,forms_switchable,has_gender_differences,gen_x,gen_url,BST,base_stat,stat_name,id_y,gen_y,gen_num
True,squirtle,https://pokeapi.co/api/v2/pokemon/7/,7,squirtle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,314,64.0,special-defense,7.0,generation-i,Gen 1
True,squirtle,https://pokeapi.co/api/v2/pokemon/7/,7,squirtle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,314,43.0,speed,7.0,generation-i,Gen 1
True,caterpie,https://pokeapi.co/api/v2/pokemon/10/,10,caterpie,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,45.0,hp,10.0,generation-i,Gen 1
True,caterpie,https://pokeapi.co/api/v2/pokemon/10/,10,caterpie,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,30.0,attack,10.0,generation-i,Gen 1
True,caterpie,https://pokeapi.co/api/v2/pokemon/10/,10,caterpie,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,35.0,defense,10.0,generation-i,Gen 1
True,caterpie,https://pokeapi.co/api/v2/pokemon/10/,10,caterpie,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,20.0,special-attack,10.0,generation-i,Gen 1
True,caterpie,https://pokeapi.co/api/v2/pokemon/10/,10,caterpie,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,20.0,special-defense,10.0,generation-i,Gen 1
True,caterpie,https://pokeapi.co/api/v2/pokemon/10/,10,caterpie,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,45.0,speed,10.0,generation-i,Gen 1
True,weedle,https://pokeapi.co/api/v2/pokemon/13/,13,weedle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,40.0,hp,13.0,generation-i,Gen 1
True,weedle,https://pokeapi.co/api/v2/pokemon/13/,13,weedle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,35.0,attack,13.0,generation-i,Gen 1
True,weedle,https://pokeapi.co/api/v2/pokemon/13/,13,weedle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,30.0,defense,13.0,generation-i,Gen 1
True,weedle,https://pokeapi.co/api/v2/pokemon/13/,13,weedle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,20.0,special-attack,13.0,generation-i,Gen 1
True,weedle,https://pokeapi.co/api/v2/pokemon/13/,13,weedle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,20.0,special-defense,13.0,generation-i,Gen 1
True,weedle,https://pokeapi.co/api/v2/pokemon/13/,13,weedle,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,195,50.0,speed,13.0,generation-i,Gen 1
True,pidgey,https://pokeapi.co/api/v2/pokemon/16/,16,pidgey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,251,40.0,hp,16.0,generation-i,Gen 1
True,pidgey,https://pokeapi.co/api/v2/pokemon/16/,16,pidgey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,251,45.0,attack,16.0,generation-i,Gen 1
True,pidgey,https://pokeapi.co/api/v2/pokemon/16/,16,pidgey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,251,40.0,defense,16.0,generation-i,Gen 1
True,pidgey,https://pokeapi.co/api/v2/pokemon/16/,16,pidgey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,251,35.0,special-attack,16.0,generation-i,Gen 1
True,pidgey,https://pokeapi.co/api/v2/pokemon/16/,16,pidgey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,251,35.0,special-defense,16.0,generation-i,Gen 1
True,pidgey,https://pokeapi.co/api/v2/pokemon/16/,16,pidgey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,251,56.0,speed,16.0,generation-i,Gen 1
True,rattata,https://pokeapi.co/api/v2/pokemon/19/,19,rattata,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,253,30.0,hp,19.0,generation-i,Gen 1
True,rattata,https://pokeapi.co/api/v2/pokemon/19/,19,rattata,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,253,56.0,attack,19.0,generation-i,Gen 1
True,rattata,https://pokeapi.co/api/v2/pokemon/19/,19,rattata,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,253,35.0,defense,19.0,generation-i,Gen 1
True,rattata,https://pokeapi.co/api/v2/pokemon/19/,19,rattata,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,253,25.0,special-attack,19.0,generation-i,Gen 1
True,rattata,https://pokeapi.co/api/v2/pokemon/19/,19,rattata,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,253,35.0,special-defense,19.0,generation-i,Gen 1
True,rattata,https://pokeapi.co/api/v2/pokemon/19/,19,rattata,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,253,72.0,speed,19.0,generation-i,Gen 1
True,spearow,https://pokeapi.co/api/v2/pokemon/21/,21,spearow,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,262,40.0,hp,21.0,generation-i,Gen 1
True,spearow,https://pokeapi.co/api/v2/pokemon/21/,21,spearow,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,262,60.0,attack,21.0,generation-i,Gen 1
True,spearow,https://pokeapi.co/api/v2/pokemon/21/,21,spearow,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,262,30.0,defense,21.0,generation-i,Gen 1
True,spearow,https://pokeapi.co/api/v2/pokemon/21/,21,spearow,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,262,31.0,special-attack,21.0,generation-i,Gen 1
True,spearow,https://pokeapi.co/api/v2/pokemon/21/,21,spearow,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,262,31.0,special-defense,21.0,generation-i,Gen 1
True,spearow,https://pokeapi.co/api/v2/pokemon/21/,21,spearow,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,262,70.0,speed,21.0,generation-i,Gen 1
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,35.0,hp,23.0,generation-i,Gen 1
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,60.0,attack,23.0,generation-i,Gen 1
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,44.0,defense,23.0,generation-i,Gen 1
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,40.0,special-attack,23.0,generation-i,Gen 1
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,54.0,special-defense,23.0,generation-i,Gen 1
True,ekans,https://pokeapi.co/api/v2/pokemon/23/,23,ekans,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288,55.0,speed,23.0,generation-i,Gen 1
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,50.0,hp,27.0,generation-i,Gen 1
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,75.0,attack,27.0,generation-i,Gen 1
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,85.0,defense,27.0,generation-i,Gen 1
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,20.0,special-attack,27.0,generation-i,Gen 1
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,30.0,special-defense,27.0,generation-i,Gen 1
True,sandshrew,https://pokeapi.co/api/v2/pokemon/27/,27,sandshrew,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,40.0,speed,27.0,generation-i,Gen 1
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,55.0,hp,29.0,generation-i,Gen 1
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,47.0,attack,29.0,generation-i,Gen 1
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,52.0,defense,29.0,generation-i,Gen 1
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,40.0,special-attack,29.0,generation-i,Gen 1
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,40.0,special-defense,29.0,generation-i,Gen 1
True,nidoran-f,https://pokeapi.co/api/v2/pokemon/29/,29,nidoran-f,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,275,41.0,speed,29.0,generation-i,Gen 1
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,46.0,hp,32.0,generation-i,Gen 1
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,57.0,attack,32.0,generation-i,Gen 1
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,40.0,defense,32.0,generation-i,Gen 1
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,40.0,special-attack,32.0,generation-i,Gen 1
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,40.0,special-defense,32.0,generation-i,Gen 1
True,nidoran-m,https://pokeapi.co/api/v2/pokemon/32/,32,nidoran-m,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,273,50.0,speed,32.0,generation-i,Gen 1
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,38.0,hp,37.0,generation-i,Gen 1
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,41.0,attack,37.0,generation-i,Gen 1
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,40.0,defense,37.0,generation-i,Gen 1
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,50.0,special-attack,37.0,generation-i,Gen 1
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,65.0,special-defense,37.0,generation-i,Gen 1
True,vulpix,https://pokeapi.co/api/v2/pokemon/37/,37,vulpix,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,299,65.0,speed,37.0,generation-i,Gen 1
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,40.0,hp,41.0,generation-i,Gen 1
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,45.0,attack,41.0,generation-i,Gen 1
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,35.0,defense,41.0,generation-i,Gen 1
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,30.0,special-attack,41.0,generation-i,Gen 1
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,40.0,special-defense,41.0,generation-i,Gen 1
True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,245,55.0,speed,41.0,generation-i,Gen 1
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,45.0,hp,43.0,generation-i,Gen 1
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,50.0,attack,43.0,generation-i,Gen 1
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,55.0,defense,43.0,generation-i,Gen 1
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,75.0,special-attack,43.0,generation-i,Gen 1
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,65.0,special-defense,43.0,generation-i,Gen 1
True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,30.0,speed,43.0,generation-i,Gen 1
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,35.0,hp,46.0,generation-i,Gen 1
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,70.0,attack,46.0,generation-i,Gen 1
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,55.0,defense,46.0,generation-i,Gen 1
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,45.0,special-attack,46.0,generation-i,Gen 1
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,55.0,special-defense,46.0,generation-i,Gen 1
True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285,25.0,speed,46.0,generation-i,Gen 1
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,60.0,hp,48.0,generation-i,Gen 1
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,55.0,attack,48.0,generation-i,Gen 1
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,50.0,defense,48.0,generation-i,Gen 1
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,40.0,special-attack,48.0,generation-i,Gen 1
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,55.0,special-defense,48.0,generation-i,Gen 1
True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,45.0,speed,48.0,generation-i,Gen 1
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,10.0,hp,50.0,generation-i,Gen 1
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,55.0,attack,50.0,generation-i,Gen 1
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,25.0,defense,50.0,generation-i,Gen 1
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,35.0,special-attack,50.0,generation-i,Gen 1
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,45.0,special-defense,50.0,generation-i,Gen 1
True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265,95.0,speed,50.0,generation-i,Gen 1
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,40.0,hp,52.0,generation-i,Gen 1
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,45.0,attack,52.0,generation-i,Gen 1
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,35.0,defense,52.0,generation-i,Gen 1
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,40.0,special-attack,52.0,generation-i,Gen 1
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,40.0,special-defense,52.0,generation-i,Gen 1
True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290,90.0,speed,52.0,generation-i,Gen 1
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,50.0,hp,54.0,generation-i,Gen 1
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,52.0,attack,54.0,generation-i,Gen 1
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,48.0,defense,54.0,generation-i,Gen 1
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,65.0,special-attack,54.0,generation-i,Gen 1
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,50.0,special-defense,54.0,generation-i,Gen 1
True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320,55.0,speed,54.0,generation-i,Gen 1
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,40.0,hp,56.0,generation-i,Gen 1
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,80.0,attack,56.0,generation-i,Gen 1
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,35.0,defense,56.0,generation-i,Gen 1
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,35.0,special-attack,56.0,generation-i,Gen 1
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,45.0,special-defense,56.0,generation-i,Gen 1
True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305,70.0,speed,56.0,generation-i,Gen 1
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,55.0,hp,58.0,generation-i,Gen 1
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,70.0,attack,58.0,generation-i,Gen 1
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,45.0,defense,58.0,generation-i,Gen 1
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,70.0,special-attack,58.0,generation-i,Gen 1
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,50.0,special-defense,58.0,generation-i,Gen 1
True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350,60.0,speed,58.0,generation-i,Gen 1
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,40.0,hp,60.0,generation-i,Gen 1
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,50.0,attack,60.0,generation-i,Gen 1
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,40.0,defense,60.0,generation-i,Gen 1
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,40.0,special-attack,60.0,generation-i,Gen 1
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,40.0,special-defense,60.0,generation-i,Gen 1
True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300,90.0,speed,60.0,generation-i,Gen 1
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,25.0,hp,63.0,generation-i,Gen 1
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,20.0,attack,63.0,generation-i,Gen 1
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,15.0,defense,63.0,generation-i,Gen 1
True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310,105.0,special-attack,63.0,generation-i,Gen 1
