,is_default,pokemon_name,pokemon_url,id,name,is_baby,is_legendary,is_mythical,forms_switchable,has_gender_differences,gen,gen_url,BST
181,False,mewtwo-mega-y,https://pokeapi.co/api/v2/pokemon/10044/,150,mewtwo,False,True,False,True,False,,,780
183,False,rapidash-galar,https://pokeapi.co/api/v2/pokemon/10163/,78,rapidash,False,False,False,False,False,,,500
185,False,slowbro-mega,https://pokeapi.co/api/v2/pokemon/10071/,80,slowbro,False,False,False,True,False,,,590
186,False,slowbro-galar,https://pokeapi.co/api/v2/pokemon/10165/,80,slowbro,False,False,False,True,False,,,490
191,False,muk-alola,https://pokeapi.co/api/v2/pokemon/10113/,89,muk,False,False,False,False,False,,,500
195,False,gengar-mega,https://pokeapi.co/api/v2/pokemon/10038/,94,gengar,False,False,False,True,False,,,600
196,False,gengar-gmax,https://pokeapi.co/api/v2/pokemon/10202/,94,gengar,False,False,False,True,False,,,500
199,False,kingler-gmax,https://pokeapi.co/api/v2/pokemon/10203/,99,kingler,False,False,False,False,False,,,475
201,False,electrode-hisui,https://pokeapi.co/api/v2/pokemon/10232/,101,electrode,False,False,False,False,False,,,490
203,False,exeggutor-alola,https://pokeapi.co/api/v2/pokemon/10114/,103,exeggutor,False,False,False,False,False,,,530
205,False,marowak-alola,https://pokeapi.co/api/v2/pokemon/10115/,105,marowak,False,False,False,False,False,,,425
206,False,marowak-totem,https://pokeapi.co/api/v2/pokemon/10149/,105,marowak,False,False,False,False,False,,,425
210,False,weezing-galar,https://pokeapi.co/api/v2/pokemon/10167/,110,weezing,False,False,False,False,False,,,490
216,False,starmie-mega,https://pokeapi.co/api/v2/pokemon/10280/,121,starmie,False,False,False,False,False,,,620
218,False,mr-mime-galar,https://pokeapi.co/api/v2/pokemon/10168/,122,mr-mime,False,False,False,False,False,,,460
223,False,gyarados-mega,https://pokeapi.co/api/v2/pokemon/10041/,130,gyarados,False,False,False,True,True,,,640
230,False,snorlax-gmax,https://pokeapi.co/api/v2/pokemon/10206/,143,snorlax,False,False,False,False,False,,,540
233,False,dragonite-mega,https://pokeapi.co/api/v2/pokemon/10281/,149,dragonite,False,False,False,False,False,,,700
237,False,golem-alola,https://pokeapi.co/api/v2/pokemon/10111/,76,golem,False,False,False,False,False,,,495
257,False,wooper-paldea,https://pokeapi.co/api/v2/pokemon/10253/,194,wooper,False,False,False,False,True,,,210
267,False,qwilfish-hisui,https://pokeapi.co/api/v2/pokemon/10234/,211,qwilfish,False,False,False,False,False,,,440
270,False,heracross-mega,https://pokeapi.co/api/v2/pokemon/10047/,214,heracross,False,False,False,True,True,,,600
272,False,sneasel-hisui,https://pokeapi.co/api/v2/pokemon/10235/,215,sneasel,False,False,False,False,True,,,430
277,False,corsola-galar,https://pokeapi.co/api/v2/pokemon/10173/,222,corsola,False,False,False,False,False,,,410
281,False,meganium-mega,https://pokeapi.co/api/v2/pokemon/10282/,154,meganium,False,False,False,False,True,,,625
284,False,typhlosion-hisui,https://pokeapi.co/api/v2/pokemon/10233/,157,typhlosion,False,False,False,False,False,,,534
287,False,feraligatr-mega,https://pokeapi.co/api/v2/pokemon/10283/,160,feraligatr,False,False,False,False,False,,,630
298,False,ampharos-mega,https://pokeapi.co/api/v2/pokemon/10045/,181,ampharos,False,False,False,True,False,,,610
311,False,slowking-galar,https://pokeapi.co/api/v2/pokemon/10172/,199,slowking,False,False,False,False,False,,,490
315,False,steelix-mega,https://pokeapi.co/api/v2/pokemon/10072/,208,steelix,False,False,False,True,True,,,610
318,False,scizor-mega,https://pokeapi.co/api/v2/pokemon/10046/,212,scizor,False,False,False,True,True,,,600
324,False,skarmory-mega,https://pokeapi.co/api/v2/pokemon/10284/,227,skarmory,False,False,False,False,False,,,565
342,False,houndoom-mega,https://pokeapi.co/api/v2/pokemon/10048/,229,houndoom,False,False,False,True,True,,,600
350,False,tyranitar-mega,https://pokeapi.co/api/v2/pokemon/10049/,248,tyranitar,False,False,False,True,False,,,700
358,False,zigzagoon-galar,https://pokeapi.co/api/v2/pokemon/10174/,263,zigzagoon,False,False,False,False,False,,,240
376,False,sceptile-mega,https://pokeapi.co/api/v2/pokemon/10065/,254,sceptile,False,False,False,True,False,,,630
379,False,blaziken-mega,https://pokeapi.co/api/v2/pokemon/10050/,257,blaziken,False,False,False,True,True,,,630
382,False,swampert-mega,https://pokeapi.co/api/v2/pokemon/10064/,260,swampert,False,False,False,True,False,,,635
385,False,linoone-galar,https://pokeapi.co/api/v2/pokemon/10175/,264,linoone,False,False,False,False,False,,,420
398,False,gardevoir-mega,https://pokeapi.co/api/v2/pokemon/10051/,282,gardevoir,False,False,False,True,False,,,618
409,False,sableye-mega,https://pokeapi.co/api/v2/pokemon/10066/,302,sableye,False,False,False,True,False,,,480
411,False,mawile-mega,https://pokeapi.co/api/v2/pokemon/10052/,303,mawile,False,False,False,True,False,,,480
440,False,castform-sunny,https://pokeapi.co/api/v2/pokemon/10013/,351,castform,False,False,False,True,False,,,420
441,False,castform-rainy,https://pokeapi.co/api/v2/pokemon/10014/,351,castform,False,False,False,True,False,,,420
442,False,castform-snowy,https://pokeapi.co/api/v2/pokemon/10015/,351,castform,False,False,False,True,False,,,420
448,False,absol-mega,https://pokeapi.co/api/v2/pokemon/10057/,359,absol,False,False,False,True,False,,,565
449,False,absol-mega-z,https://pokeapi.co/api/v2/pokemon/10307/,359,absol,False,False,False,True,False,,,565
460,False,aggron-mega,https://pokeapi.co/api/v2/pokemon/10053/,306,aggron,False,False,False,True,False,,,630
462,False,medicham-mega,https://pokeapi.co/api/v2/pokemon/10054/,308,medicham,False,False,False,True,True,,,510
464,False,manectric-mega,https://pokeapi.co/api/v2/pokemon/10055/,310,manectric,False,False,False,True,False,,,575
468,False,sharpedo-mega,https://pokeapi.co/api/v2/pokemon/10070/,319,sharpedo,False,False,False,True,False,,,560
471,False,camerupt-mega,https://pokeapi.co/api/v2/pokemon/10087/,323,camerupt,False,False,False,True,True,,,560
477,False,altaria-mega,https://pokeapi.co/api/v2/pokemon/10067/,334,altaria,False,False,False,True,False,,,590
485,False,banette-mega,https://pokeapi.co/api/v2/pokemon/10056/,354,banette,False,False,False,True,False,,,555
488,False,chimecho-mega,https://pokeapi.co/api/v2/pokemon/10306/,358,chimecho,False,False,False,False,False,,,555
490,False,glalie-mega,https://pokeapi.co/api/v2/pokemon/10074/,362,glalie,False,False,False,True,False,,,580
497,False,salamence-mega,https://pokeapi.co/api/v2/pokemon/10089/,373,salamence,False,False,False,True,False,,,700
503,False,latias-mega,https://pokeapi.co/api/v2/pokemon/10062/,380,latias,False,True,False,True,False,,,700
505,False,latios-mega,https://pokeapi.co/api/v2/pokemon/10063/,381,latios,False,True,False,True,False,,,700
507,False,kyogre-primal,https://pokeapi.co/api/v2/pokemon/10077/,382,kyogre,False,True,False,True,False,,,770
509,False,groudon-primal,https://pokeapi.co/api/v2/pokemon/10078/,383,groudon,False,True,False,True,False,,,770
511,False,rayquaza-mega,https://pokeapi.co/api/v2/pokemon/10079/,384,rayquaza,False,True,False,True,False,,,780
514,False,deoxys-attack,https://pokeapi.co/api/v2/pokemon/10001/,386,deoxys,False,False,True,True,False,,,600
515,False,deoxys-defense,https://pokeapi.co/api/v2/pokemon/10002/,386,deoxys,False,False,True,True,False,,,600
516,False,deoxys-speed,https://pokeapi.co/api/v2/pokemon/10003/,386,deoxys,False,False,True,True,False,,,600
519,False,metagross-mega,https://pokeapi.co/api/v2/pokemon/10076/,376,metagross,False,False,False,True,False,,,700
560,False,staraptor-mega,https://pokeapi.co/api/v2/pokemon/10308/,398,staraptor,False,False,False,False,True,,,585
569,False,wormadam-sandy,https://pokeapi.co/api/v2/pokemon/10004/,413,wormadam,False,False,False,False,False,,,424
570,False,wormadam-trash,https://pokeapi.co/api/v2/pokemon/10005/,413,wormadam,False,False,False,False,False,,,424
578,False,lopunny-mega,https://pokeapi.co/api/v2/pokemon/10088/,428,lopunny,False,False,False,True,False,,,580
586,False,garchomp-mega,https://pokeapi.co/api/v2/pokemon/10058/,445,garchomp,False,False,False,True,True,,,700
587,False,garchomp-mega-z,https://pokeapi.co/api/v2/pokemon/10309/,445,garchomp,False,False,False,True,True,,,700
589,False,lucario-mega,https://pokeapi.co/api/v2/pokemon/10059/,448,lucario,False,False,False,True,False,,,625
590,False,lucario-mega-z,https://pokeapi.co/api/v2/pokemon/10310/,448,lucario,False,False,False,True,False,,,625
598,False,rotom-heat,https://pokeapi.co/api/v2/pokemon/10008/,479,rotom,False,False,False,True,False,,,520
599,False,rotom-wash,https://pokeapi.co/api/v2/pokemon/10009/,479,rotom,False,False,False,True,False,,,520
600,False,rotom-frost,https://pokeapi.co/api/v2/pokemon/10010/,479,rotom,False,False,False,True,False,,,520
601,False,rotom-fan,https://pokeapi.co/api/v2/pokemon/10011/,479,rotom,False,False,False,True,False,,,520
602,False,rotom-mow,https://pokeapi.co/api/v2/pokemon/10012/,479,rotom,False,False,False,True,False,,,520
607,False,dialga-origin,https://pokeapi.co/api/v2/pokemon/10245/,483,dialga,False,True,False,False,False,,,680
609,False,palkia-origin,https://pokeapi.co/api/v2/pokemon/10246/,484,palkia,False,True,False,False,False,,,680
611,False,heatran-mega,https://pokeapi.co/api/v2/pokemon/10311/,485,heatran,False,True,False,False,False,,,700
614,False,giratina-origin,https://pokeapi.co/api/v2/pokemon/10007/,487,giratina,False,True,False,True,False,,,680
619,False,darkrai-mega,https://pokeapi.co/api/v2/pokemon/10312/,491,darkrai,False,False,True,False,False,,,700
621,False,shaymin-sky,https://pokeapi.co/api/v2/pokemon/10006/,492,shaymin,False,False,True,True,False,,,600
625,False,abomasnow-mega,https://pokeapi.co/api/v2/pokemon/10060/,460,abomasnow,False,False,False,True,True,,,594
640,False,gallade-mega,https://pokeapi.co/api/v2/pokemon/10068/,475,gallade,False,False,False,True,False,,,618
644,False,froslass-mega,https://pokeapi.co/api/v2/pokemon/10285/,478,froslass,False,False,False,False,False,,,580
666,False,audino-mega,https://pokeapi.co/api/v2/pokemon/10069/,531,audino,False,False,False,True,False,,,545
671,False,emboar-mega,https://pokeapi.co/api/v2/pokemon/10286/,500,emboar,False,False,False,False,False,,,628
674,False,samurott-hisui,https://pokeapi.co/api/v2/pokemon/10236/,503,samurott,False,False,False,False,False,,,528
689,False,excadrill-mega,https://pokeapi.co/api/v2/pokemon/10287/,530,excadrill,False,False,False,False,False,,,608
699,False,basculin-blue-striped,https://pokeapi.co/api/v2/pokemon/10016/,550,basculin,False,False,False,False,False,,,460
700,False,basculin-white-striped,https://pokeapi.co/api/v2/pokemon/10247/,550,basculin,False,False,False,False,False,,,460
703,False,darumaka-galar,https://pokeapi.co/api/v2/pokemon/10176/,554,darumaka,False,False,False,False,False,,,315
709,False,yamask-galar,https://pokeapi.co/api/v2/pokemon/10179/,562,yamask,False,False,False,False,False,,,303
714,False,zorua-hisui,https://pokeapi.co/api/v2/pokemon/10238/,570,zorua,False,False,False,False,False,,,330
739,False,scolipede-mega,https://pokeapi.co/api/v2/pokemon/10288/,545,scolipede,False,False,False,False,False,,,585
742,False,lilligant-hisui,https://pokeapi.co/api/v2/pokemon/10237/,549,lilligant,False,False,False,False,False,,,480
746,False,darmanitan-zen,https://pokeapi.co/api/v2/pokemon/10017/,555,darmanitan,False,False,False,True,False,,,540
747,False,darmanitan-galar-standard,https://pokeapi.co/api/v2/pokemon/10177/,555,darmanitan,False,False,False,True,False,,,480
748,False,darmanitan-galar-zen,https://pokeapi.co/api/v2/pokemon/10178/,555,darmanitan,False,False,False,True,False,,,540
751,False,scrafty-mega,https://pokeapi.co/api/v2/pokemon/10289/,560,scrafty,False,False,False,False,False,,,588
755,False,garbodor-gmax,https://pokeapi.co/api/v2/pokemon/10207/,569,garbodor,False,False,False,False,False,,,474
757,False,zoroark-hisui,https://pokeapi.co/api/v2/pokemon/10239/,571,zoroark,False,False,False,False,False,,,510
775,False,eelektross-mega,https://pokeapi.co/api/v2/pokemon/10290/,604,eelektross,False,False,False,False,False,,,615
783,False,stunfisk-galar,https://pokeapi.co/api/v2/pokemon/10180/,618,stunfisk,False,False,False,False,False,,,471
799,False,tornadus-therian,https://pokeapi.co/api/v2/pokemon/10019/,641,tornadus,False,True,False,True,False,,,580
801,False,thundurus-therian,https://pokeapi.co/api/v2/pokemon/10020/,642,thundurus,False,True,False,True,False,,,580
805,False,landorus-therian,https://pokeapi.co/api/v2/pokemon/10021/,645,landorus,False,True,False,True,False,,,600
807,False,kyurem-black,https://pokeapi.co/api/v2/pokemon/10022/,646,kyurem,False,True,False,True,False,,,700
808,False,kyurem-white,https://pokeapi.co/api/v2/pokemon/10023/,646,kyurem,False,True,False,True,False,,,700
810,False,keldeo-resolute,https://pokeapi.co/api/v2/pokemon/10024/,647,keldeo,False,False,True,True,False,,,580
812,False,meloetta-pirouette,https://pokeapi.co/api/v2/pokemon/10018/,648,meloetta,False,False,True,True,False,,,600
819,False,golurk-mega,https://pokeapi.co/api/v2/pokemon/10313/,623,golurk,False,False,False,False,False,,,583
822,False,braviary-hisui,https://pokeapi.co/api/v2/pokemon/10240/,628,braviary,False,False,False,False,False,,,510
832,False,chandelure-mega,https://pokeapi.co/api/v2/pokemon/10291/,609,chandelure,False,False,False,False,False,,,620
852,False,chesnaught-mega,https://pokeapi.co/api/v2/pokemon/10292/,652,chesnaught,False,False,False,False,False,,,630
855,False,delphox-mega,https://pokeapi.co/api/v2/pokemon/10293/,655,delphox,False,False,False,False,False,,,634
858,False,greninja-battle-bond,https://pokeapi.co/api/v2/pokemon/10116/,658,greninja,False,False,False,False,False,,,530
859,False,greninja-ash,https://pokeapi.co/api/v2/pokemon/10117/,658,greninja,False,False,False,False,False,,,640
860,False,greninja-mega,https://pokeapi.co/api/v2/pokemon/10294/,658,greninja,False,False,False,False,False,,,630
866,False,pyroar-mega,https://pokeapi.co/api/v2/pokemon/10295/,668,pyroar,False,False,False,False,True,,,607
868,False,floette-eternal,https://pokeapi.co/api/v2/pokemon/10061/,670,floette,False,False,False,False,False,,,551
869,False,floette-mega,https://pokeapi.co/api/v2/pokemon/10296/,670,floette,False,False,False,False,False,,,651
874,False,meowstic-female,https://pokeapi.co/api/v2/pokemon/10025/,678,meowstic,False,False,False,False,True,,,466
875,False,meowstic-male-mega,https://pokeapi.co/api/v2/pokemon/10314/,678,meowstic,False,False,False,False,True,,,566
876,False,meowstic-female-mega,https://pokeapi.co/api/v2/pokemon/10326/,678,meowstic,False,False,False,False,True,,,566
879,False,aegislash-blade,https://pokeapi.co/api/v2/pokemon/10026/,681,aegislash,False,False,False,True,False,,,500
889,False,hawlucha-mega,https://pokeapi.co/api/v2/pokemon/10300/,701,hawlucha,False,False,False,False,False,,,600
896,False,pumpkaboo-small,https://pokeapi.co/api/v2/pokemon/10027/,710,pumpkaboo,False,False,False,False,False,,,335
897,False,pumpkaboo-large,https://pokeapi.co/api/v2/pokemon/10028/,710,pumpkaboo,False,False,False,False,False,,,335
898,False,pumpkaboo-super,https://pokeapi.co/api/v2/pokemon/10029/,710,pumpkaboo,False,False,False,False,False,,,335
904,False,zygarde-10-power-construct,https://pokeapi.co/api/v2/pokemon/10118/,718,zygarde,False,True,False,False,False,,,486
905,False,zygarde-50-power-construct,https://pokeapi.co/api/v2/pokemon/10119/,718,zygarde,False,True,False,False,False,,,600
906,False,zygarde-complete,https://pokeapi.co/api/v2/pokemon/10120/,718,zygarde,False,True,False,False,False,,,708
907,False,zygarde-10,https://pokeapi.co/api/v2/pokemon/10181/,718,zygarde,False,True,False,False,False,,,486
908,False,zygarde-mega,https://pokeapi.co/api/v2/pokemon/10301/,718,zygarde,False,True,False,False,False,,,778
910,False,diancie-mega,https://pokeapi.co/api/v2/pokemon/10075/,719,diancie,False,False,True,True,False,,,700
912,False,hoopa-unbound,https://pokeapi.co/api/v2/pokemon/10086/,720,hoopa,False,False,True,False,False,,,680
915,False,barbaracle-mega,https://pokeapi.co/api/v2/pokemon/10298/,689,barbaracle,False,False,False,False,False,,,600
917,False,dragalge-mega,https://pokeapi.co/api/v2/pokemon/10299/,691,dragalge,False,False,False,False,False,,,594
923,False,sliggoo-hisui,https://pokeapi.co/api/v2/pokemon/10241/,705,sliggoo,False,False,False,False,False,,,452
925,False,goodra-hisui,https://pokeapi.co/api/v2/pokemon/10242/,706,goodra,False,False,False,False,False,,,600
928,False,gourgeist-small,https://pokeapi.co/api/v2/pokemon/10030/,711,gourgeist,False,False,False,False,False,,,494
929,False,gourgeist-large,https://pokeapi.co/api/v2/pokemon/10031/,711,gourgeist,False,False,False,False,False,,,494
930,False,gourgeist-super,https://pokeapi.co/api/v2/pokemon/10032/,711,gourgeist,False,False,False,False,False,,,494
932,False,avalugg-hisui,https://pokeapi.co/api/v2/pokemon/10243/,713,avalugg,False,False,False,False,False,,,514
936,False,malamar-mega,https://pokeapi.co/api/v2/pokemon/10297/,687,malamar,False,False,False,False,False,,,582
946,False,oricorio-pom-pom,https://pokeapi.co/api/v2/pokemon/10123/,741,oricorio,False,False,False,False,False,,,476
947,False,oricorio-pau,https://pokeapi.co/api/v2/pokemon/10124/,741,oricorio,False,False,False,False,False,,,476
948,False,oricorio-sensu,https://pokeapi.co/api/v2/pokemon/10125/,741,oricorio,False,False,False,False,False,,,476
951,False,rockruff-own-tempo,https://pokeapi.co/api/v2/pokemon/10151/,744,rockruff,False,False,False,False,False,,,280
953,False,wishiwashi-school,https://pokeapi.co/api/v2/pokemon/10127/,746,wishiwashi,False,False,False,False,False,,,620
965,False,decidueye-hisui,https://pokeapi.co/api/v2/pokemon/10244/,724,decidueye,False,False,False,False,False,,,530
972,False,gumshoos-totem,https://pokeapi.co/api/v2/pokemon/10121/,735,gumshoos,False,False,False,False,False,,,418
975,False,vikavolt-totem,https://pokeapi.co/api/v2/pokemon/10122/,738,vikavolt,False,False,False,False,False,,,500
977,False,crabominable-mega,https://pokeapi.co/api/v2/pokemon/10315/,740,crabominable,False,False,False,False,False,,,578
979,False,ribombee-totem,https://pokeapi.co/api/v2/pokemon/10150/,743,ribombee,False,False,False,False,False,,,464
981,False,lycanroc-midnight,https://pokeapi.co/api/v2/pokemon/10126/,745,lycanroc,False,False,False,False,False,,,487
982,False,lycanroc-dusk,https://pokeapi.co/api/v2/pokemon/10152/,745,lycanroc,False,False,False,False,False,,,487
986,False,araquanid-totem,https://pokeapi.co/api/v2/pokemon/10153/,752,araquanid,False,False,False,False,False,,,454
988,False,lurantis-totem,https://pokeapi.co/api/v2/pokemon/10128/,754,lurantis,False,False,False,False,False,,,480
991,False,salazzle-totem,https://pokeapi.co/api/v2/pokemon/10129/,758,salazzle,False,False,False,False,False,,,480
1001,False,minior-orange-meteor,https://pokeapi.co/api/v2/pokemon/10130/,774,minior,False,False,False,False,False,,,440
1002,False,minior-yellow-meteor,https://pokeapi.co/api/v2/pokemon/10131/,774,minior,False,False,False,False,False,,,440
1003,False,minior-green-meteor,https://pokeapi.co/api/v2/pokemon/10132/,774,minior,False,False,False,False,False,,,440
1004,False,minior-blue-meteor,https://pokeapi.co/api/v2/pokemon/10133/,774,minior,False,False,False,False,False,,,440
1005,False,minior-indigo-meteor,https://pokeapi.co/api/v2/pokemon/10134/,774,minior,False,False,False,False,False,,,440
1006,False,minior-violet-meteor,https://pokeapi.co/api/v2/pokemon/10135/,774,minior,False,False,False,False,False,,,440
1007,False,minior-red,https://pokeapi.co/api/v2/pokemon/10136/,774,minior,False,False,False,False,False,,,500
1008,False,minior-orange,https://pokeapi.co/api/v2/pokemon/10137/,774,minior,False,False,False,False,False,,,500
1009,False,minior-yellow,https://pokeapi.co/api/v2/pokemon/10138/,774,minior,False,False,False,False,False,,,500
1010,False,minior-green,https://pokeapi.co/api/v2/pokemon/10139/,774,minior,False,False,False,False,False,,,500
1011,False,minior-blue,https://pokeapi.co/api/v2/pokemon/10140/,774,minior,False,False,False,False,False,,,500
